stmt_ref,booking_date,tx_val,description,ext_memo,unit
B3021,21-Oct-2025,"₹ 15,018.00",MAKEMYTRIP CORP,AJ0WQ6XK9Q,INR
B3022,24-Nov-2025,₹ 810.00,ZOMATO POS-TRANS,QEQWDJA1IW,INR
B3023,2025.11.14,₹ 508.00,INDIGO/ONLINE,WUG2GXXYPP,INR
B3024,04/10/2025,"₹ 10,020.00",RELIANCE/ONLINE,BZ4670A2KM,INR
B3025,02-Nov-2025,"₹ 14,990.00",AIR INDIA INDIA-INC,69KNN6CU96,INR
B3026,10/15/25,₹ 508.00,SPOTIFY POS-TRANS,51DISL674T,INR
B3027,04-Nov-2025,"₹ 1,009.00",AMAZON INDIA INDIA-INC,J3RARAALRK,INR
B3028,10/11/2025,"₹ 10,009.00",SWIGGY INDIA CORP,OG6TPTOQ0T,INR
B3029,11/24/25,₹ 525.00,FLIPKART_LTD,PYP7FKOMHR,INR
B3030,01-Oct-2025,"₹ 4,986.00",SWIGGY INDIA *0912,S533AD7A1B,INR
B3031,2025.10.02,"₹ 2,503.00",GOOGLE PLAY INDIA_LTD,O3GGF9LU8S,INR
B3032,10/16/25,"₹ 25,013.00",AIR_LTD,OWW2LKVBEO,INR
B3033,02/11/2025,₹ 206.00,ZOMATO INDIA/ONLINE,MGRT34HTLI,INR
B3034,10/08/25,"₹ 1,490.00",AMAZONINDIA-INC,4LKKXZR2Z1,INR
B3035,2025.10.12,"₹ 2,493.00",PAYTM.MALL_LTD,48J7DIBDF9,INR
B3036,10-Nov-2025,₹ 518.00,IRCTC POS-TRANS,,INR
B3037,11/05/25,₹ 490.00,MAKEMYTRIP CORP,L8J96Z7L64,INR
B3038,10/22/25,₹ 483.00,APPLE STORE CORP,5NIAOYPE8Y,INR
B3039,2025.11.14,₹ 213.00,OLA INDIA *0912,0X2X5YDOU3,INR
B3040,23/11/2025,₹ 996.00,INDIGO/ONLINE,SSTD3QC1QI,INR
B3041,04/10/2025,₹ 486.00,FLIPKART_LTD,9G3Q6U4BVP,INR
B3042,2025.10.31,₹ 197.00,OLA CORP,6UL6HP6QOB,INR
B3043,2025.10.31,₹ 802.00,BOOKMYSHOW POS-TRANS,N385ZTYCOI,INR
B3044,03-Nov-2025,"₹ 24,991.00",SWIGGY_LTD,54YS1KUYLR,INR
B3045,18/10/2025,"₹ 4,975.00",BOOKMYSHOW INDIA-INC,6F5E30ZLUK,INR
B3046,2025.11.12,₹ 295.00,GOOGLE PLAY INDIA/ONLINE,XKQWQW49L9,INR
B3047,26/10/2025,₹ 289.00,SPOTIFY INDIA/ONLINE,HOELPHXH5F,INR
B3048,11/03/25,"₹ 14,972.00",INDIGO/ONLINE,0N2A700KAV,INR
B3049,11/10/25,"₹ 5,025.00",UBER POS-TRANS,49D1ZK8RJI,INR
B3050,19/11/2025,₹ 488.00,RELIANCE MART POS-TRANS,8F66XKUL5X,INR
B3051,2025.10.26,"₹ 14,980.00",AMAZON_LTD,1U1I91J7EW,INR
B3052,05-Nov-2025,₹ 279.00,BIGBASKET/ONLINE,661764UHDF,INR
B3053,04-Nov-2025,"₹ 24,991.00",RELIANCE-INC,MQDAZ7YNDU,INR
B3054,24-Nov-2025,"₹ 2,516.00",PAYTM MALL_LTD,UB1Z0F7A23,INR
B3055,2025.10.22,₹ 803.00,DMART INDIA-INC,,INR
B3056,12/11/2025,₹ 215.00,OLA POS-TRANS,DMSTJR95J1,INR
B3057,03-Oct-2025,₹ 809.00,DMART *0912,0T4AP1J37P,INR
B3058,2025.11.26,₹ 509.00,INDIGO *0912,D6F7IQZMO2,INR
B3059,2025.11.12,"₹ 14,990.00",GOOGLE PLAY/ONLINE,DH4BNFHNFX,INR
B3060,11/03/25,"₹ 15,002.00",APPLE STORE INDIA *0912,U86DVUMRBK,INR
B3061,2025.10.08,₹ 275.00,APPLESTORE_LTD,QBDDUYTVUS,INR
B3062,14-Oct-2025,₹ 305.00,APPLE STORE CORP,DKM13I0ALD,INR
B3063,11/12/25,₹ 320.00,INDIGO CORP,7YEDKM2BPH,INR
B3064,29/10/2025,"₹ 5,010.00",NETFLIX_LTD,,INR
B3065,26/10/2025,₹ 480.00,OLA *0912,,INR
B3066,14-Nov-2025,"₹ 9,996.00",PAYTM MALL INDIA/ONLINE,303D9YXPKM,INR
B3067,13/11/2025,₹ 516.00,APPLE STORE INDIA/ONLINE,,INR
B3068,25/10/2025,₹ 323.00,INDIGO INDIA CORP,G9XAUDUTOB,INR
B3069,08/10/2025,"₹ 2,496.00",DMART_LTD,KYFQS65297,INR
B3070,30-Oct-2025,"₹ 5,024.00",AMAZON.INDIA-INC,,INR
B3071,11/03/25,"₹ 5,012.00",AMAZON INDIA_LTD,D3L52LZBJD,INR
B3072,19-Nov-2025,₹ 812.00,GOOGLE PLAY_LTD,ELE7T76I6N,INR
B3073,17/11/2025,"₹ 2,484.00",IRCTC_LTD,N2NDUBWR93,INR
B3074,12/11/2025,"₹ 5,015.00",INDIGO_LTD,OW8ISD4HXO,INR
B3075,15-Oct-2025,"₹ 1,484.00",FLIPKART POS-TRANS,5Q3AZB6JRL,INR
B3076,06/10/2025,"₹ 4,977.00",DMART CORP,,INR
B3077,10/16/25,₹ 477.00,INDIGO_LTD,YMPVTSESG1,INR
B3078,11/17/25,"₹ 2,496.00",PAYTM.MALL *0912,WTZGUE6MXI,INR
B3079,10/23/25,"₹ 2,507.00",AMAZON INDIA POS-TRANS,6Y4174XEY6,INR
B3080,2025.10.11,₹ 493.00,MAKEMYTRIP/ONLINE,F5R9VRJXMG,INR
B3081,2025.10.31,"₹ 2,498.00",RELIANCE MART *0912,E0VMM15LZO,INR
B3082,01/10/2025,"₹ 1,505.00",AMAZON INDIA-INC,,INR
B3083,10/21/25,"₹ 1,008.00",BIGBASKET/ONLINE,JLNAI09P17,INR
B3084,2025.10.02,"₹ 10,002.00",FLIPKART POS-TRANS,OL5T84C0Y0,INR
B3085,11/02/25,"₹ 2,505.00",OLA INDIA_LTD,8IOJZ4AWUH,INR
B3086,2025.10.15,₹ 994.00,IRCTC INDIA POS-TRANS,AT77SAPFG1,INR
B3087,2025.10.12,"₹ 2,487.00",RELIANCE MART CORP,5NQNQPH6AW,INR
B3088,23-Oct-2025,₹ 526.00,AMAZON INDIA/ONLINE,,INR
B3089,2025.11.12,₹ 294.00,UBER INDIA CORP,D1UI60YLCO,INR
B3090,18-Nov-2025,"₹ 1,015.00",BOOKMYSHOW INDIA *0912,N3YU72NT9I,INR
B3091,03/10/2025,₹ 301.00,BOOKMYSHOW_LTD,FO6BNZ80OK,INR
B3092,2025.11.15,₹ 770.00,RELIANCE.MART CORP,,INR
B3093,10/22/25,₹ 284.00,APPLE STORE INDIA_LTD,N30RWJ8CJD,INR
B3094,2025.11.05,"₹ 9,990.00",BOOKMYSHOW INDIA *0912,GJUEKKXKG6,INR
B3095,11/08/25,"₹ 14,978.00",SWIGGY INDIA-INC,6YND8RTQFT,INR
B3096,2025.10.14,"₹ 5,010.00",ZOMATO *0912,7GIKQE9GWB,INR
B3097,10/15/25,"₹ 14,989.00",NETFLIX INDIA/ONLINE,K98IWBX26P,INR
B3098,11/30/25,"₹ 1,006.00",FLIPKART INDIA-INC,3L8O8SC4U3,INR
B3099,15-Oct-2025,"₹ 25,017.00",MYNTRA CORP,NF9N51TPXZ,INR
B3100,06-Oct-2025,"₹ 9,990.00",SPOTIFY POS-TRANS,FXUZTE975B,INR
B3101,2025.11.25,"₹ 10,013.00",OLA POS-TRANS,N0KY9N3YI2,INR
B3102,24-Nov-2025,"₹ 1,483.00",UBER-INC,NE1V0TL7R9,INR
B3103,2025.10.30,₹ 210.00,RELIANCE MART_LTD,3SNDAP9MGU,INR
B3104,2025.11.21,"₹ 15,018.00",NETFLIX CORP,P4D4ZKB991,INR
B3105,2025.11.23,₹ 206.00,BOOKMYSHOW_LTD,ALF0NEYU5Z,INR
B3106,2025.10.11,"₹ 1,491.00",GOOGLE.PLAY POS-TRANS,705O0FMZSJ,INR
B3107,27-Nov-2025,"₹ 1,499.00",GOOGLE_LTD,NS1HXH7U2S,INR
B3108,2025.11.06,"₹ 4,987.00",IRCTC *0912,VFZ7HQSKQJ,INR
B3109,14-Nov-2025,₹ 294.00,GOOGLE/ONLINE,KA6517H7RS,INR
B3110,2025.10.09,"₹ 2,490.00",SWIGGY POS-TRANS,FNCHKJE370,INR
B3111,14/11/2025,"₹ 2,510.00",SPOTIFY POS-TRANS,C2JUV6ZVPJ,INR
B3112,15-Nov-2025,₹ 806.00,AIR_LTD,4L46IIZWR7,INR
B3113,10/12/25,₹ 298.00,GOOGLEPLAY/ONLINE,CMR8R9NDNQ,INR
B3114,2025.10.04,₹ 790.00,INDIGO_LTD,TLZ4024991,INR
B3115,22-Oct-2025,"₹ 4,983.00",BIGBASKET CORP,FQMQOZC7ZO,INR
B3116,10/13/25,₹ 311.00,BIGBASKET POS-TRANS,V5NMGMQAEM,INR
B3117,20/11/2025,"₹ 24,997.00",MAKEMYTRIP/ONLINE,087BJCU54R,INR
B3118,2025.10.10,"₹ 1,486.00",FLIPKART INDIA *0912,,INR
B3119,13-Oct-2025,"₹ 4,984.00",PAYTM MALL INDIA *0912,D1Z12X2QPV,INR
B3120,11/23/25,₹ 293.00,INDIGO CORP,,INR
B3121,25/11/2025,"₹ 1,513.00",AIR INDIA INDIA CORP,887YTB77WD,INR
B3122,25/11/2025,"₹ 24,990.00",GOOGLE.PLAY/ONLINE,A0H5HLGELU,INR
B3123,23/10/2025,₹ 211.00,FLIPKART/ONLINE,YK07NK8VCU,INR
B3124,16/11/2025,"₹ 9,993.00",ZOMATO-INC,U1P06OTM73,INR
B3125,2025.11.24,"₹ 2,486.00",RELIANCE *0912,NY022UV1CR,INR
B3126,24/10/2025,₹ 985.00,ZOMATO INDIA_LTD,HH7F4O93I7,INR
B3127,25-Nov-2025,"₹ 10,012.00",MYNTRA-INC,UISM7ZGNM8,INR
B3128,26-Nov-2025,₹ 196.00,MAKEMYTRIP-INC,I4N4F9603U,INR
B3129,2025.10.02,"₹ 4,976.00",INDIGO *0912,DRGB82IA9O,INR
B3130,11/02/25,₹ 484.00,SWIGGY *0912,J36U8L0V96,INR
B3131,25-Nov-2025,"₹ 25,010.00",APPLE STORE CORP,1VSEN8O241,INR
B3132,29/11/2025,"₹ 24,979.00",OLA POS-TRANS,UOAJ1EYR54,INR
B3133,11/11/25,₹ 985.00,FLIPKART *0912,0G0D1JM5V2,INR
B3134,05/10/2025,"₹ 9,992.00",AIR.INDIA POS-TRANS,FW06FCCECE,INR
B3135,05-Oct-2025,₹ 805.00,SPOTIFY POS-TRANS,RL8CYPML6L,INR
B3136,2025.11.24,"₹ 25,012.00",APPLESTORE POS-TRANS,NUU740PXSM,INR
B3137,17-Oct-2025,"₹ 15,025.00",SWIGGY *0912,1R4D22TAZG,INR
B3138,24-Nov-2025,"₹ 2,486.00",INDIGO-INC,IWJA4EL5VW,INR
B3139,2025.10.26,"₹ 25,005.00",BIGBASKET-INC,JGPFHN7G2N,INR
B3140,19-Nov-2025,₹ 297.00,OLA CORP,VMAMHTQUQ7,INR
B3141,11/07/25,"₹ 24,996.00",FLIPKART/ONLINE,WCLJYQH4JJ,INR
B3142,02/11/2025,₹ 285.00,NETFLIX/ONLINE,16AJIVDTE6,INR
B3143,02/10/2025,"₹ 24,974.00",BIGBASKET *0912,PUZFAB361S,INR
B3144,23/11/2025,₹ 187.00,RELIANCE MART CORP,MADS0DPPIK,INR
B3145,10/11/2025,"₹ 9,998.00",RELIANCE-INC,NPK4M4P8M6,INR
B3146,09-Nov-2025,"₹ 10,016.00",UBER/ONLINE,U2YQ52PE2B,INR
B3147,13/11/2025,"₹ 1,484.00",BOOKMYSHOW POS-TRANS,FUTHOIQXD9,INR
B3148,18-Oct-2025,"₹ 14,991.00",INDIGO/ONLINE,95QKZZENE6,INR
B3149,10/21/25,"₹ 5,002.00",IRCTC-INC,UQLI1ISA13,INR
B3150,15-Nov-2025,"₹ 2,523.00",MYNTRA_LTD,Z7C3HP77ZH,INR
B3151,10/15/25,"₹ 24,988.00",DMART CORP,XO1SMSGHE5,INR
B3152,10/14/25,"₹ 5,026.00",RELIANCE MART INDIA/ONLINE,K193WXLIK2,INR
B3153,16/11/2025,"₹ 1,011.00",RELIANCE MART-INC,VXP9AKICWV,INR
B3154,2025.10.29,"₹ 4,977.00",NETFLIX *0912,MSKG2CQ8J7,INR
B3155,12/11/2025,₹ 513.00,ZOMATO_LTD,1RSIWSM7WO,INR
B3156,10/20/25,"₹ 15,000.00",MAKEMYTRIP-INC,IKHLCH0JXW,INR
B3157,11/10/2025,"₹ 25,020.00",ZOMATO CORP,YNIUN76I1V,INR
B3158,10/07/25,₹ 207.00,AMAZON/ONLINE,F7IXVC6ZX3,INR
B3159,28-Nov-2025,"₹ 4,992.00",DMART INDIA/ONLINE,NNGMFEWZV6,INR
B3160,18/10/2025,"₹ 14,988.00",INDIGO INDIA CORP,RFRNG4FLQ0,INR
B3161,10/23/25,"₹ 9,996.00",MYNTRA INDIA CORP,9M1VVGC6QB,INR
B3162,20-Nov-2025,₹ 522.00,RELIANCE MART_LTD,81ACOC1Z24,INR
B3163,2025.10.05,₹ 806.00,MAKEMYTRIP POS-TRANS,T3XWHPXGA6,INR
B3164,10/14/25,"₹ 1,517.00",SPOTIFY/ONLINE,,INR
B3165,15-Nov-2025,₹ 285.00,INDIGO_LTD,JT5HJZG3RQ,INR
B3166,10/28/25,"₹ 25,005.00",ZOMATO/ONLINE,KQLBW43KEV,INR
B3167,10/01/25,"₹ 1,523.00",OLA-INC,I93GXDSMJP,INR
B3168,10/10/25,₹ 792.00,GOOGLE PLAY-INC,S6D676O8OZ,INR
B3169,01/10/2025,"₹ 15,005.00",SWIGGY_LTD,J2WC7OW3FL,INR
B3170,10/02/25,"₹ 1,511.00",FLIPKART/ONLINE,JCFO7H04QO,INR
B3171,28-Nov-2025,"₹ 9,982.00",FLIPKART-INC,D1MQOUE1GL,INR
B3172,2025.10.04,"₹ 2,517.00",MYNTRA/ONLINE,68VNOV6V2K,INR
B3173,13/11/2025,₹ 203.00,OLA-INC,XAS0HDIR6L,INR
B3174,24/11/2025,₹ 217.00,AMAZON INDIA INDIA_LTD,1T2C2KHSW7,INR
B3175,2025.11.25,₹ 986.00,MAKEMYTRIP *0912,3B3PEY945I,INR
B3176,02/10/2025,"₹ 9,990.00",APPLE.STORE_LTD,,INR
B3177,11/28/25,"₹ 2,483.00",NETFLIX CORP,PBD0D4JIHB,INR
B3178,15/11/2025,₹ 818.00,GOOGLE PLAY *0912,,INR
B3179,11/05/25,"₹ 4,992.00",AMAZON.INDIA POS-TRANS,,INR
B3180,01-Oct-2025,₹ 304.00,RELIANCE MART_LTD,O1AV6AR1P5,INR
B3181,10/21/25,"₹ 1,013.00",RELIANCE *0912,LYHIS06T3F,INR
B3182,09/11/2025,"₹ 1,504.00",IRCTC_LTD,FCTTO4DY5R,INR
B3183,10/07/25,₹ 995.00,PAYTM_LTD,JOXG9PGG24,INR
B3184,11/13/25,"₹ 4,987.00",FLIPKART INDIA POS-TRANS,TE698N43CG,INR
B3185,2025.11.12,"₹ 1,505.00",FLIPKART/ONLINE,32DUF3CLVZ,INR
B3186,11/06/25,"₹ 14,987.00",BOOKMYSHOW INDIA_LTD,0DG1L9SPM9,INR
B3187,05/11/2025,"₹ 1,006.00",NETFLIX_LTD,JT41O54E9V,INR
B3188,22-Oct-2025,₹ 521.00,FLIPKART POS-TRANS,ZIUNH1DBDF,INR
B3189,20-Nov-2025,₹ 214.00,BIGBASKET POS-TRANS,H1FKHYIZQ8,INR
B3190,26-Nov-2025,"₹ 2,477.00",OLA POS-TRANS,J7JFRT8LCG,INR
B3191,2025.10.22,"₹ 9,976.00",ZOMATO POS-TRANS,WLSLRYA5IE,INR
B3192,11/29/25,"₹ 14,999.00",INDIGO POS-TRANS,XGS5R15WTB,INR
B3193,04-Nov-2025,"₹ 2,506.00",NETFLIX CORP,T24O9UN9AW,INR
B3194,14-Nov-2025,₹ 804.00,SPOTIFY-INC,AJCU18ZR74,INR
B3195,2025.10.25,₹ 990.00,DMART-INC,FGBKBPJ0H9,INR
B3196,09-Oct-2025,₹ 991.00,DMART INDIA *0912,QT7FWXLO92,INR
B3197,10/12/25,₹ 302.00,MYNTRA_LTD,OHE47PGKQM,INR
B3198,25/11/2025,"₹ 10,021.00",SPOTIFY CORP,FLR283UPIC,INR
B3199,31-Oct-2025,₹ 174.00,AIR INDIA INDIA POS-TRANS,1TGLFOZGRD,INR
B3200,12-Oct-2025,₹ 990.00,ZOMATO POS-TRANS,URZ68IKNKS,INR
B3201,17-Oct-2025,₹ 305.00,IRCTC INDIA *0912,V2HIVMVJ9Z,INR
B3202,05/10/2025,₹ 778.00,ZOMATO *0912,MTK85NO7NT,INR
B3203,11/26/25,₹ 219.00,AIR INDIA *0912,JP9NW45VMY,INR
B3204,2025.10.11,₹ 182.00,RELIANCE/ONLINE,,INR
B3205,16/11/2025,"₹ 1,494.00",PAYTM MALL INDIA/ONLINE,HO43C2IHKW,INR
B3206,25/10/2025,₹ 786.00,RELIANCE CORP,,INR
B3207,2025.10.11,₹ 500.00,UBER POS-TRANS,Z8DP3QZL5O,INR
B3208,25/11/2025,₹ 804.00,ZOMATO INDIA_LTD,2SA9EQX8LB,INR
B3209,11/29/25,"₹ 4,991.00",MAKEMYTRIP_LTD,ACH9C8JIGZ,INR
B3210,18/10/2025,"₹ 1,013.00",AIR/ONLINE,S159GEMF6N,INR
B3211,2025.11.25,₹ 997.00,BOOKMYSHOW_LTD,JAYBUBAQA4,INR
B3212,20/10/2025,"₹ 1,502.00",SPOTIFY-INC,DGQP9HC3X9,INR
B3213,12-Nov-2025,"₹ 25,011.00",GOOGLE.PLAY *0912,ZJT85RM74X,INR
B3214,26-Oct-2025,"₹ 10,001.00",RELIANCEMART POS-TRANS,,INR
B3215,18/10/2025,"₹ 1,496.00",RELIANCE MART *0912,NFU0K03W7S,INR
B3216,2025.10.04,₹ 301.00,SPOTIFY *0912,,INR
B3217,10/10/2025,"₹ 14,983.00",BIGBASKET POS-TRANS,LITKQI43WO,INR
B3218,02/11/2025,₹ 207.00,APPLE.STORE-INC,,INR
B3219,11/25/25,₹ 492.00,MAKEMYTRIP CORP,7S6M7GVMH9,INR
B3220,19-Oct-2025,₹ 295.00,SPOTIFY INDIA CORP,7GJWKBCABS,INR
B3221,2025.11.06,"₹ 2,491.00",GOOGLE CORP,0INONPZKXJ,INR
B3222,02/10/2025,"₹ 14,982.00",MYNTRA INDIA *0912,K0QHS4FV9E,INR
B3223,2025.10.14,"₹ 1,524.00",PAYTM CORP,SMEYT2S6YL,INR
B3224,16-Nov-2025,"₹ 24,985.00",BIGBASKET *0912,6F0DQ03J2V,INR
B3225,2025.10.30,"₹ 5,013.00",DMART CORP,WZPKLNSQ7F,INR
B3226,10-Nov-2025,"₹ 10,025.00",AIR INDIA_LTD,2BBANLSSN3,INR
B3227,24-Nov-2025,₹ 513.00,AIR INDIA-INC,LQ387AEI7Z,INR
B3228,15/11/2025,"₹ 5,012.00",SPOTIFY-INC,P9BHHK0RNZ,INR
B3229,11/21/25,"₹ 1,005.00",AMAZON INDIA INDIA/ONLINE,OZKWRWF8ZT,INR
B3230,2025.10.03,₹ 300.00,NETFLIX CORP,VZM269LO4E,INR
B3231,10/27/25,"₹ 5,008.00",RELIANCEMART POS-TRANS,K9OPKFIKZI,INR
B3232,11/14/25,"₹ 10,000.00",MAKEMYTRIP_LTD,6IZYL0ONSB,INR
B3233,10/10/25,"₹ 1,018.00",ZOMATO_LTD,HAXTSCC21Q,INR
B3234,2025.11.27,"₹ 15,003.00",FLIPKART POS-TRANS,VRB4IE8KXL,INR
B3235,18/10/2025,₹ 189.00,APPLE STORE_LTD,YOHK4L1YFJ,INR
B3236,25/10/2025,"₹ 15,012.00",IRCTC_LTD,ZDGA4MSG4O,INR
B3237,15/10/2025,"₹ 9,993.00",APPLE POS-TRANS,DLLYJP315M,INR
B3238,14/11/2025,₹ 312.00,AMAZONINDIA *0912,TWTVG2IMED,INR
B3239,13/10/2025,"₹ 9,987.00",OLA INDIA CORP,VIBO3ZWY0H,INR
B3240,2025.11.06,"₹ 1,007.00",UBER *0912,M81415VO0I,INR
B3241,14-Nov-2025,"₹ 24,986.00",UBER-INC,S59Y3JZ7HA,INR
B3242,19/10/2025,"₹ 1,008.00",IRCTC/ONLINE,VCA0SYXD9H,INR
B3243,2025.11.18,"₹ 10,004.00",UBER CORP,HXC7A1N5JO,INR
B3244,21/10/2025,"₹ 25,012.00",ZOMATO CORP,EY2967WTUL,INR
B3245,03/11/2025,"₹ 2,513.00",BOOKMYSHOW_LTD,W0K570OAPI,INR
B3246,10/25/25,₹ 984.00,SPOTIFY_LTD,,INR
B3247,10/03/25,"₹ 2,502.00",OLA *0912,2KY6I9EKMT,INR
B3248,10/28/25,"₹ 1,506.00",OLA CORP,ZQ3O88IH48,INR
B3249,2025.11.23,₹ 185.00,MAKEMYTRIP-INC,4E9CVMXRCU,INR
B3250,2025.10.29,"₹ 25,000.00",IRCTC-INC,,INR
B3251,20-Oct-2025,"₹ 10,009.00",UBER/ONLINE,QFKEAZSWPO,INR
B3252,13/11/2025,"₹ 1,511.00",RELIANCE.MART-INC,0E750GLNP3,INR
B3253,10/12/25,₹ 492.00,DMART POS-TRANS,,INR
B3254,19-Nov-2025,"₹ 10,000.00",AIRINDIA-INC,X2J1B18SJ8,INR
B3255,10/22/25,"₹ 1,491.00",SWIGGY_LTD,2E7EXFL0X7,INR
B3256,19-Nov-2025,₹ 291.00,INDIGO *0912,078HXNZQ99,INR
B3257,11/11/2025,₹ 493.00,INDIGO POS-TRANS,ZP9JJ84IXC,INR
B3258,2025.10.17,"₹ 10,013.00",INDIGO CORP,TR6JA81Q5U,INR
B3259,2025.11.02,₹ 208.00,AIR CORP,,INR
B3260,10/19/25,₹ 304.00,MAKEMYTRIP CORP,L3RQVHKEMO,INR
B3261,04-Oct-2025,"₹ 4,994.00",IRCTC/ONLINE,5NAE9SZBKJ,INR
B3262,04-Oct-2025,₹ 194.00,BOOKMYSHOW_LTD,QVIYVK1FM3,INR
B3263,13/10/2025,"₹ 1,489.00",APPLE STORE POS-TRANS,C11Q679YOK,INR
B3264,11/23/25,₹ 211.00,AIR.INDIA CORP,,INR
B3265,27/10/2025,"₹ 5,013.00",NETFLIX/ONLINE,,INR
B3266,2025.10.16,"₹ 1,014.00",NETFLIX/ONLINE,,INR
B3267,29/10/2025,₹ 279.00,AIR INDIA CORP,E3XQLNWB7A,INR
B3268,2025.10.31,₹ 999.00,GOOGLE_LTD,T33NQOZGAF,INR
B3269,10/16/25,"₹ 14,983.00",FLIPKART/ONLINE,4NEZ7KI1V5,INR
B3270,2025.10.04,₹ 491.00,GOOGLEPLAY_LTD,YOAV2NE18C,INR
B3271,10/03/25,"₹ 25,000.00",OLA POS-TRANS,5IPI77XTYC,INR
B3272,28/11/2025,"₹ 1,518.00",SPOTIFY_LTD,,INR
B3273,17-Nov-2025,₹ 517.00,BIGBASKET INDIA-INC,M351N5XT8G,INR
B3274,03-Nov-2025,"₹ 1,499.00",GOOGLE PLAY_LTD,4FLB7RS4UU,INR
B3275,10/19/25,₹ 505.00,BIGBASKET/ONLINE,V3Y9V7YG1G,INR
B3276,11/14/25,₹ 991.00,FLIPKART/ONLINE,HICCKDKUOW,INR
B3277,10/05/25,"₹ 2,490.00",NETFLIX CORP,2V3KHCD9NX,INR
B3278,18/10/2025,"₹ 1,502.00",ZOMATO POS-TRANS,0FRW2S85YX,INR
B3279,11/15/25,"₹ 4,986.00",DMART *0912,PY6KW0FHS1,INR
B3280,21/11/2025,"₹ 2,511.00",BOOKMYSHOW *0912,OP1YOWN13V,INR
B3281,10/04/25,₹ 176.00,AMAZON-INC,7YZLPKEBU9,INR
B3282,10/28/25,₹ 997.00,RELIANCE CORP,5RH3146MQN,INR
B3283,16/10/2025,₹ 789.00,UBER/ONLINE,KON0MMGFQS,INR
B3284,22/10/2025,"₹ 9,981.00",MYNTRA *0912,O3QWLPTHJ5,INR
B3285,2025.10.18,₹ 504.00,MAKEMYTRIP_LTD,,INR
B3286,20/11/2025,₹ 198.00,MAKEMYTRIP INDIA POS-TRANS,GAOCT7GCPY,INR
B3287,20/11/2025,"₹ 25,007.00",BOOKMYSHOW INDIA CORP,JPC8O3UV9N,INR
B3288,10/16/25,₹ 978.00,IRCTC POS-TRANS,WW0QM4ANWP,INR
B3289,26/10/2025,₹ 210.00,DMART POS-TRANS,1FTQ2JDK4T,INR
B3290,17-Nov-2025,"₹ 25,008.00",IRCTC INDIA CORP,DRBZWNS1SJ,INR
B3291,11/09/25,₹ 203.00,UBER_LTD,3OEL97FR9V,INR
B3292,10-Nov-2025,"₹ 4,983.00",OLA POS-TRANS,TJBYO5FG4A,INR
B3293,22-Nov-2025,₹ 998.00,PAYTM MALL POS-TRANS,46TPSF8YY8,INR
B3294,2025.10.24,"₹ 1,014.00",AMAZONINDIA/ONLINE,YMXIF3U670,INR
B3295,2025.11.13,"₹ 24,992.00",AMAZON/ONLINE,,INR
B3296,06/10/2025,₹ 209.00,DMART POS-TRANS,,INR
B3297,10/28/25,"₹ 5,000.00",IRCTC CORP,OTXB55TIHP,INR
B3298,25-Oct-2025,₹ 278.00,SPOTIFY-INC,1SC802MG47,INR
B3299,26-Oct-2025,"₹ 24,977.00",INDIGO *0912,KRGLCTDQAJ,INR
B3300,11/10/2025,"₹ 1,487.00",AMAZON INDIA POS-TRANS,7VVNCCMMM2,INR
B3301,10-Nov-2025,"₹ 10,007.00",AMAZON/ONLINE,WHEDJ2XR0S,INR
B3302,11/10/25,"₹ 24,999.00",UBER-INC,YQ680FJQ2S,INR
B3303,2025.10.22,₹ 505.00,OLA-INC,1M31VZATAO,INR
B3304,31/10/2025,"₹ 24,993.00",RELIANCE MART *0912,VWODFLUBTA,INR
B3305,2025.11.07,₹ 291.00,UBER/ONLINE,SZ4PGZ8QKG,INR
B3306,13/11/2025,₹ 803.00,AMAZON INDIA POS-TRANS,NT9JED0LXN,INR
B3307,11/11/25,₹ 775.00,SWIGGY/ONLINE,BB5OOB6MRA,INR
B3308,17-Oct-2025,"₹ 2,515.00",ZOMATO INDIA_LTD,BDI6PTEYNV,INR
B3309,06/10/2025,"₹ 15,004.00",AMAZON.INDIA POS-TRANS,PSR9XCCW6Q,INR
B3310,2025.10.10,₹ 287.00,SPOTIFY CORP,QB0C1Q5INR,INR
B3311,10/09/25,₹ 987.00,OLA-INC,,INR
B3312,06/10/2025,"₹ 5,023.00",APPLE.STORE/ONLINE,DF394EAFQW,INR
B3313,10/14/25,₹ 497.00,UBER *0912,,INR
B3314,03-Nov-2025,"₹ 2,505.00",NETFLIX *0912,XFEQFQ19IQ,INR
B3315,10/11/25,"₹ 25,008.00",ZOMATO_LTD,,INR
B3316,13/10/2025,₹ 292.00,BIGBASKET INDIA *0912,6BN3X92N0J,INR
B3317,07/11/2025,"₹ 1,496.00",INDIGO INDIA/ONLINE,4AFBM3QCNZ,INR
B3318,04/11/2025,"₹ 4,998.00",UBER *0912,,INR
B3319,11/12/25,"₹ 4,994.00",DMART CORP,B24DBVL9SW,INR
B3320,10/11/2025,₹ 511.00,IRCTC INDIA_LTD,TLBPIJRWF0,INR
B3321,10/07/25,₹ 798.00,IRCTC/ONLINE,EYI28FMVP3,INR
B3322,18-Oct-2025,₹ 298.00,OLA_LTD,MT6YYUUAFM,INR
B3323,10/23/25,₹ 506.00,BOOKMYSHOW *0912,ER1WIR8FZ0,INR
B3324,20/11/2025,"₹ 2,506.00",SPOTIFY *0912,UCHS2WAZ9E,INR
